id,0,1,2,t
378,13.63482808,-0.926946233,-1.980233613,1
389,7.588227778,-0.172228985,5.132105356,1
394,9.010709057,-0.596834537,3.514652785,1
397,7.038819136,0.332785621,-4.613243089,1
398,11.12932228,-0.581436415,-0.348353237,1
408,17.21855034,0.473073471,-0.267850665,1
411,13.41337799,-0.593364888,0.793230743,1
414,12.73317569,0.866531742,11.5273313,1
415,14.53749575,-1.578151144,-10.77942707,1
417,18.13462008,0.071628014,8.077334906,1
418,15.55696569,2.443007546,-2.340292998,1
419,14.62843682,0.100195878,14.08365676,1
423,16.61874295,0.13193711,1.177805629,1
435,12.61803306,-0.891055806,8.387437284,1
445,13.88902305,0.394415403,8.772973639,1
448,18.10506431,-0.250340267,1.629338189,1
451,15.1850457,-0.651071709,-0.143638178,1
452,12.15191423,1.480101008,-0.410821493,1
456,15.95664679,0.410888139,-5.855011769,1
457,14.13577531,1.796971335,-15.42531053,1
460,16.53696973,-0.741239717,4.791669007,1
462,15.88623587,1.069758571,-0.406249218,1
465,16.22188544,1.554664828,7.57865866,1
468,16.16096855,-2.568858575,9.683062922,1
475,14.74485233,0.613580842,-9.857588391,1
476,15.75552213,0.322095826,1.629021477,1
477,12.39113936,0.848379031,10.25935879,1
480,14.05221886,-1.484043973,6.403174711,1
481,11.45663985,-2.818405814,-4.403672032,1
490,15.64757755,0.598458125,-7.79696849,1
494,17.1913725,0.263358542,2.271583024,1
499,18.43944907,-0.541890997,-6.430315954,1
503,18.25041483,0.158696445,4.767277557,1
514,11.14072944,1.230871435,9.059887764,1
515,13.27624477,1.506354673,3.338489087,1
521,12.94195325,-0.631304457,-10.72117459,1
537,15.09068582,-0.179209981,-12.93035039,1
543,16.527825,-0.436456521,2.519896567,1
563,16.9248177,0.145341037,-3.101068172,1
567,18.23146614,1.301514059,-10.49909541,1
570,15.17893951,0.391791895,10.93422092,1
571,15.35214286,-0.602744911,10.01797864,1
573,16.41839163,0.154249521,1.657741121,1
576,11.23259113,1.174780348,-3.617050291,1
581,18.49512255,0.274295853,12.25727162,1
583,17.76884478,0.121638133,-1.575836492,1
587,17.16885698,-0.3867785,5.315801204,1
597,16.49509552,0.514679119,-0.436076196,1
602,17.86106469,0.562115416,-1.280219309,1
607,25.40492165,0.644713706,-5.357397901,1
608,14.66684467,0.655398485,8.578507525,1
612,22.66943233,1.530711633,-5.961257216,1
613,21.49833876,1.067836295,-5.365129671,1
618,19.25060308,-1.415538423,14.16713037,1
620,19.10534102,-0.783064232,-3.819419204,1
622,19.73230154,1.488457173,1.271404612,1
625,19.95198602,0.336724987,3.264877985,1
629,21.79312164,-1.202460797,-18.02928407,1
632,20.01967992,1.083744363,-11.70413969,1
648,26.09414041,0.962856061,0.324989232,1
652,17.17938329,0.044363559,-9.564916562,1
653,23.54956938,0.989083806,8.084222877,1
661,23.7093847,0.207397491,-4.316491238,1
663,18.15434476,1.334398644,6.220090878,1
671,22.03858159,1.068626034,6.107703556,1
678,19.62495871,-0.863208832,6.006349587,1
693,21.04071044,-0.708497106,16.85668735,1
696,20.56485009,0.51586618,4.704537463,1
702,17.47031215,1.662857031,7.37112095,1
706,21.74053165,-1.160390736,-10.30641375,1
711,20.76022192,0.420609139,-1.34959988,1
716,17.55919036,-0.53903892,-8.100513511,1
718,21.06318459,0.00169395,5.471771059,1
723,20.7126927,-0.002697421,3.19298457,1
727,18.2701059,-0.415633553,-0.373074814,1
729,19.23458281,-2.178535089,-2.402362442,1
732,19.92900153,-0.711867831,-7.835287978,1
736,17.465692,0.469421564,-3.309873217,1
739,20.62572338,-0.020161316,10.13063453,1
740,17.47762743,-0.871566728,-3.284020455,1
751,19.39946619,-0.748156658,-1.068934988,1
752,22.41927383,1.254786353,9.475189264,1
756,21.48633394,0.15620094,3.090341667,1
760,18.13001652,-0.000271193,3.346044236,1
765,20.56831588,-0.844666262,7.373594062,1
774,21.06615856,-0.154961248,-21.31000257,1
777,20.00278196,2.867702881,-4.387745599,1
780,20.81012238,0.740302489,7.300635916,1
804,23.37122649,0.809599848,-4.135122872,1
814,25.3700242,0.946704471,-6.319984523,1
822,24.41048342,-0.973306128,-9.119631031,1
827,25.74601569,-0.345826434,3.043788908,1
836,24.9198773,-0.679832976,-1.805908896,1
837,22.95599774,1.096709002,-3.436210692,1
838,24.6304521,-2.005235417,-9.960861444,1
840,27.65843444,-1.461506544,-6.33080942,1
847,24.73677392,0.879312712,5.272425378,1
849,23.75432575,1.480612067,6.127994098,1
854,28.0999678,1.305066983,-8.097525134,1
855,23.19744024,2.652353112,-2.797246693,1
861,26.62458436,1.011639775,-6.104954087,1
862,21.94176019,-0.772301406,-5.919931668,1
870,25.29523802,-0.42454994,5.464494327,1
876,23.0841105,0.797900072,5.833760578,1
884,23.9940503,1.023314359,-1.099042902,1
896,27.53312597,1.814844851,11.33679227,1
906,27.62141328,-0.172407503,-3.054731153,1
907,24.03545521,0.634636061,4.426610045,1
911,21.39263249,0.264905748,-2.329309565,1
914,26.81714663,-1.651584015,0.952075236,1
917,25.0446099,-0.489323393,-3.984019175,1
921,26.34441975,-0.035008174,3.667458271,1
933,21.09917612,-0.510610468,9.874282125,1
935,26.14296399,-0.928419892,-1.35758601,1
941,25.76285228,-0.579635487,-9.732184637,1
943,24.06041385,-0.320257892,-7.048017767,1
952,25.25316879,0.981456683,5.666269015,1
961,25.59028538,2.03045097,-8.215840072,1
962,29.66853058,1.261524683,-5.783887517,1
965,27.99207269,-0.818347921,-0.182100132,1
972,26.86072236,1.188435762,-1.609124317,1
974,28.11300049,1.028160015,-8.007673739,1
976,26.69545262,-1.879242656,-10.41376113,1
995,24.34873368,-0.92454022,0.578659213,1
4,4.332593775,-0.170231437,-18.23794843,2
7,7.337288052,-0.450350367,-3.050603782,2
11,3.639427773,1.288731936,-8.238508645,2
15,7.077085075,-1.146796533,-12.39057528,2
23,2.102730025,1.070005756,5.249718851,2
24,4.295402218,0.057154238,3.941792527,2
28,4.217270692,0.335613059,9.980129688,2
29,2.322369046,-0.033490433,-10.49243377,2
36,4.096848059,-0.799661106,-12.34871615,2
37,0.79658045,-0.07891957,-7.067810913,2
39,6.730644855,0.697602827,2.127833477,2
43,6.013867217,2.070775703,4.836100248,2
45,3.292406369,1.200577414,-16.38850932,2
49,4.117381589,0.303699537,11.70129807,2
52,7.307319672,-0.225455002,3.059354405,2
56,5.25133317,-1.494882337,-9.76637285,2
62,5.416318366,0.261399228,5.055918287,2
73,1.190870788,-0.056581461,10.32230062,2
76,6.726837231,-0.450592473,4.455596231,2
77,4.591010274,-0.003641071,2.438420058,2
78,9.850888898,0.204435975,8.052354079,2
79,5.108826728,2.040235253,-5.680199992,2
87,2.138251814,-0.928008424,4.163978693,2
89,0.842342283,0.934978239,2.730525811,2
96,6.438376055,1.284094372,6.255522527,2
97,7.120229721,-0.311085295,2.707036529,2
100,2.952668537,0.124456372,3.95030047,2
102,2.347967348,0.799875011,7.676946346,2
107,5.756092807,-0.595108777,1.929268118,2
108,7.744632756,0.855949399,9.375416597,2
110,5.619915071,1.199927362,3.61792866,2
111,1.845437589,-0.349671916,2.40073365,2
114,1.946211557,-0.383722995,3.193161086,2
120,5.265006997,0.02091905,-5.905501625,2
123,4.250226042,-0.700720164,-8.433157397,2
129,4.06884976,0.892847321,-2.20236844,2
130,4.416091511,0.946655188,-8.927048038,2
139,1.03483043,-2.255126517,-7.190712893,2
141,6.815154599,2.651878043,5.902545243,2
151,5.155521864,-0.7827043,-6.145492307,2
152,2.836537409,1.210668395,10.08825449,2
155,6.704580617,-0.680255709,-1.307233856,2
157,6.093358298,-0.64446945,-12.47486708,2
158,3.300680528,-0.268807441,-7.905184156,2
164,4.89474274,1.362767898,-3.323307819,2
170,2.598311143,-0.275606786,-2.086737087,2
172,4.485313696,1.81724801,7.368458611,2
175,2.309084452,-0.088286246,2.873335255,2
192,8.179200804,0.397709894,-1.118683162,2
193,6.892685117,1.626575164,6.029905055,2
198,3.676124953,0.452243866,1.044954907,2
205,11.58034159,-0.402394414,10.80154144,2
213,7.498603113,5.774055972,2.673385434,2
214,11.89617869,3.534250626,12.69760474,2
215,11.76248302,0.157598544,-1.327591337,2
217,12.11221128,0.931721546,0.754628627,2
218,11.65315214,4.394113024,0.43228147,2
219,13.88243095,0.209214057,5.6157989,2
221,12.99244251,3.207789446,-14.31027284,2
222,11.49023302,5.705627608,-5.703922651,2
228,14.99043796,4.382035317,-0.858484588,2
235,9.587468346,-0.4975585,0.803770119,2
237,9.120510552,1.028948847,-4.263504563,2
238,8.403852161,1.074547083,0.603239291,2
243,9.165388261,1.411969011,9.732746079,2
244,9.290308045,4.160604195,0.650975605,2
245,14.28730496,1.526914071,-8.91108783,2
247,8.046855821,2.828084626,-0.266444549,2
248,14.32649438,4.936320671,11.7839946,2
254,12.74711887,-0.208782953,-7.524928626,2
266,8.89070078,-0.497467932,-2.16696009,2
268,9.252577029,1.281774056,5.128951872,2
269,11.84331723,4.976591588,3.521042313,2
275,9.104852045,0.936084536,1.814889607,2
278,10.12883122,2.977289193,-0.882661771,2
284,6.966963247,3.707572435,-4.796784778,2
288,9.388649055,4.69389985,-2.432452823,2
294,7.267430543,2.636658252,9.73688828,2
297,9.369013406,-0.75401852,-4.989759935,2
298,9.510368774,4.170218452,2.344348617,2
299,10.10619381,3.738271607,-5.390648811,2
304,9.766270593,1.856798165,-7.712553563,2
305,8.868523073,3.539852863,2.78783917,2
307,11.11477876,3.629318136,-1.083595104,2
325,14.10065856,3.893464559,-0.674112247,2
327,14.06233687,5.172500223,-3.336683241,2
330,14.01473475,5.639560348,-1.260193027,2
332,9.902418527,0.886623824,-11.00848228,2
338,8.698208377,4.566767669,2.025116396,2
340,9.767001218,4.378860913,-3.838903011,2
347,11.38103492,2.648633009,12.65395001,2
352,10.06157912,1.590034148,1.40870947,2
360,5.7544587,4.357207525,14.07041161,2
365,10.27416763,4.509120063,-1.049782771,2
371,9.574325096,2.712875885,-0.936930141,2
373,10.47993888,5.806927346,-15.91251191,2
378,13.59864526,3.67584677,-1.748760707,2
389,7.558336041,0.136855647,5.323108193,2
394,8.911303099,3.743173026,3.80340225,2
397,7.134320088,4.24704567,-5.060298617,2
398,11.2752801,3.273572286,-0.843853108,2
408,16.83234204,0.625364395,0.180914548,2
411,12.98696961,-0.418143439,0.528511211,2
414,13.13227257,1.15303505,11.79873482,2
415,14.94806107,-1.113272409,-11.08641444,2
417,18.17581004,0.213603436,8.125439434,2
418,15.33807579,2.493127478,-2.724215921,2
419,14.92748108,0.581827409,14.1825067,2
423,16.87992914,0.235974357,0.780154845,2
435,12.34638098,-0.781620545,8.151417411,2
445,13.82270763,0.830505078,8.333036202,2
448,17.982175,-0.166958965,2.088348159,2
451,15.25147184,-0.392790007,-0.127369383,2
452,11.65374445,1.665276463,-0.829095403,2
456,16.28161962,0.466186297,-5.404254608,2
457,14.18768197,2.143028146,-15.92473007,2
460,16.78798477,-0.570997785,4.578138418,2
462,15.46102647,1.421159599,-0.344884316,2
465,16.0937946,1.839369384,7.575527599,2
468,16.04310425,-2.265052395,9.677855219,2
475,14.44022277,0.869941996,-10.047315,2
476,15.7071304,0.650538417,1.580047247,2
477,12.0087811,1.209345252,10.12286505,2
480,13.57202801,-1.059132387,6.530653679,2
481,11.34671083,-2.448134699,-4.454965653,2
490,15.46085553,0.702063831,-8.192590403,2
494,16.81012455,0.711596655,2.582384925,2
499,18.07368252,-0.243450599,-6.074167983,2
503,18.41324719,0.480861675,4.665032438,2
514,11.40606766,1.482038553,8.871810943,2
515,12.85072693,1.662193603,3.45319645,2
521,13.17626156,-0.154442658,-10.34300656,2
537,15.3145399,-0.014429298,-13.09463743,2
543,16.92426573,-0.001710712,2.950481699,2
563,16.6695251,0.239926279,-3.276125075,2
567,18.63339916,1.321045741,-10.01182054,2
570,14.86496344,0.425989409,10.77267897,2
571,15.56752092,-0.596403777,9.748288902,2
573,16.49759059,0.168452805,2.050796905,2
576,11.19466131,1.246572605,-3.388792228,2
581,18.7220309,0.279126325,11.91944121,2
583,17.29184265,0.257633207,-1.625368585,2
587,17.04168957,-0.355983954,5.374171467,2
597,16.92020146,0.607512284,-0.805146821,2
602,18.03281459,0.922555817,-1.550772203,2
607,25.80117439,1.138705783,-5.349957802,2
608,14.95946995,1.152809518,8.937019148,2
612,22.46037973,1.988021643,-6.22254749,2
613,21.58451866,1.126742345,-5.510949954,2
618,18.89246199,-0.956280353,14.31405215,2
620,19.18884126,-0.456682739,-3.99338534,2
622,19.35028388,1.908115557,0.790674381,2
625,19.92355411,0.702197937,3.32461076,2
629,22.25318732,-1.170799985,-17.53762413,2
632,19.69207258,1.134582794,-11.36945302,2
648,26.26846326,1.293337496,0.299908383,2
652,16.86968353,0.511484958,-9.699135916,2
653,23.19166251,1.229140995,8.202056324,2
661,23.36243396,0.246282461,-4.676451991,2
663,18.20986298,1.547096119,5.81637907,2
671,21.81581346,1.485781321,5.893930512,2
678,19.61630286,-0.738924584,6.407964981,2
693,20.9078498,-0.579429065,17.27639479,2
696,20.98594104,0.634877662,5.049536524,2
702,17.25409295,1.8948331,7.752578752,2
706,21.47994736,-0.964250006,-9.918441636,2
711,20.39633378,0.641882455,-1.182896653,2
716,17.24321519,-0.126717388,-7.674020164,2
718,20.7516364,0.040150885,5.78083241,2
723,21.15769462,0.333602923,2.749974969,2
727,18.19946032,-0.183997993,-0.242706464,2
729,18.99549336,-1.850980329,-2.448618982,2
732,19.60148686,-0.337722714,-8.111553556,2
736,17.9271829,0.892127713,-3.144219712,2
739,20.23092547,0.016017764,10.57526348,2
740,17.70841933,-0.741904605,-3.16726468,2
751,19.72595972,-0.64630496,-0.902761655,2
752,22.14717662,1.394776072,9.22023687,2
756,21.2293781,0.400867623,3.239513412,2
760,17.79644531,0.132582167,3.345416836,2
765,20.50984433,-0.700860325,7.23004298,2
774,21.28955847,0.196129758,-21.69419466,2
777,19.71305119,3.222019033,-3.92267418,2
780,20.8568592,0.959865196,7.279046788,2
804,23.48779024,0.864130322,-4.347293598,2
814,25.07860266,1.358950964,-6.553156534,2
822,23.95124682,-0.929181098,-9.534881994,2
827,25.25463161,-0.208730448,2.716636126,2
836,25.00133115,-0.350688746,-1.481923881,2
837,22.83154721,1.162463352,-3.857648141,2
838,24.24098095,-1.710038585,-9.681901391,2
840,28.09756422,-1.121779872,-6.055289889,2
847,24.60436016,1.356163767,5.367624088,2
849,23.65229325,1.870593179,5.703220692,2
854,27.82234855,1.370192639,-7.898582556,2
855,23.38726055,2.819565682,-3.067897525,2
861,26.73154906,1.270189052,-5.739183679,2
862,22.10684279,-0.614480385,-6.274353783,2
870,25.07027093,0.02395838,5.163198856,2
876,22.74018709,1.252988975,5.87246387,2
884,23.71611938,1.187074097,-1.007357691,2
896,27.48875862,2.278590313,11.79897045,2
906,27.80310033,0.237693821,-3.262163029,2
907,24.46200889,0.649907311,4.803799343,2
911,20.94587363,0.601789363,-2.056611965,2
914,26.61593268,-1.259398916,0.843125698,2
917,25.47126389,-0.486630291,-4.091167032,2
921,26.66348499,0.092567011,3.233884237,2
933,21.47318432,-0.207375738,9.781958074,2
935,26.24960279,-0.674375344,-1.137046615,2
941,25.54397012,-0.103134854,-9.838910988,2
943,24.22168616,-0.051242328,-6.740373824,2
952,24.98581662,1.479335844,5.522494401,2
961,25.46563658,2.463723024,-7.977209236,2
962,29.48311286,1.610191052,-5.755672531,2
965,28.31322828,-0.401763932,-0.425346435,2
972,27.25637091,1.666627431,-1.508459435,2
974,28.18569303,1.132572165,-8.399788052,2
976,26.6685071,-1.62890306,-10.87958163,2
995,24.61581374,-0.602017001,0.111941677,2
4,4.427267575,-0.004784598,-17.76947649,3
7,7.213360719,-0.376092744,-3.003814207,3
11,3.627461875,1.311742039,-8.5217162,3
15,7.384986318,-0.932398973,-12.2770108,3
23,2.357052457,1.199798782,5.73865726,3
24,4.214569416,0.530159727,4.076025439,3
28,4.002471653,0.54471903,9.851812246,3
29,2.70516669,0.084868663,-10.87658576,3
36,3.824183732,-0.665587391,-11.91130597,3
37,0.573794735,0.029112509,-6.833082213,3
39,6.308579036,1.15379272,2.283457491,3
43,5.741038879,2.383939664,4.630821381,3
45,3.311703202,1.341723067,-16.31643717,3
49,4.504323287,0.652202621,11.28891555,3
52,7.779207101,0.06739247,3.105533546,3
56,5.053275155,-1.044100602,-9.379995812,3
62,5.901969705,0.326053756,5.104182811,3
73,0.928806684,0.045250038,10.42115374,3
76,6.28058019,-0.202000271,4.350935453,3
77,4.609032943,0.431366782,2.769189664,3
78,9.675888966,0.446175627,7.911959629,3
79,5.401812991,2.171426335,-5.455370274,3
87,2.073388016,-0.431259571,4.243827964,3
89,0.929413129,1.160754572,2.481310796,3
96,6.865384669,1.285738487,6.195804121,3
97,6.961176087,0.089202536,2.393600619,3
100,3.191093363,0.272120275,4.300373056,3
102,1.848377125,0.979314499,7.848726565,3
107,5.871495703,-0.474076893,2.150235955,3
108,8.201816028,1.233206734,9.64908919,3
110,5.666686848,1.694826,3.215489559,3
111,1.716130604,0.030201992,2.699134748,3
114,2.334721954,-0.168677669,3.619089684,3
120,5.756323859,0.371498639,-5.579868992,3
123,3.880081312,-0.683372819,-8.662321501,3
129,3.844222791,1.107151697,-1.913256495,3
130,3.979761002,1.156250675,-8.678892624,3
139,0.811819062,-2.214726043,-7.551587788,3
141,7.00335557,2.984879119,6.371033194,3
151,5.434740413,-0.67837268,-5.948560903,3
152,2.48863607,1.600423292,10.56314343,3
155,6.623542278,-0.216556673,-1.227887676,3
157,6.264479823,-0.612480977,-12.842701,3
158,3.653998421,-0.237831664,-7.547165912,3
164,5.296491068,1.794036256,-3.47601023,3
170,2.543441109,-0.17695365,-1.980205525,3
172,4.861957227,2.291167577,7.530602075,3
175,2.399523139,0.167515555,3.124459201,3
192,7.691603138,0.82456317,-1.563491123,3
193,6.774422403,2.006970731,5.937857587,3
198,3.656444079,0.568216136,0.586488039,3
205,8.233980118,3.82098261,10.70813472,3
213,4.443558449,9.808099475,2.23594172,3
214,8.532969208,7.912113469,12.35891124,3
215,11.76362766,0.656024353,-1.194456742,3
217,11.66912583,1.189181625,0.702139917,3
218,7.674949936,9.029145249,0.123010117,3
219,9.964516053,4.356629476,5.300653822,3
221,9.290236641,7.360101245,-14.68033586,3
222,7.874993139,9.726132496,-6.005387015,3
228,11.10456807,8.528762056,-1.092575539,3
235,9.105724921,-0.159773442,0.738086995,3
237,8.786116823,1.223854782,-4.362297364,3
238,4.851167066,5.174625233,0.813592965,3
243,9.122420322,1.523706339,10.15834235,3
244,5.571716047,8.521056126,0.950390966,3
245,13.91684883,1.547364762,-8.846980407,3
247,7.68274347,2.900404485,-0.70230221,3
248,14.07620571,5.035357748,11.93755979,3
254,9.452936241,4.110948071,-7.994649991,3
266,5.744760442,3.880863305,-2.337256522,3
268,5.284721912,6.076768971,5.283098746,3
269,11.79038377,5.080146213,3.329234067,3
275,8.796228946,1.106187523,2.270917327,3
278,6.559282309,7.028043573,-0.500793475,3
284,3.471321264,7.936373441,-5.079787978,3
288,9.516992688,4.919070622,-2.335450589,3
294,7.040993352,3.135293035,10.12283693,3
297,5.893991256,3.62433708,-5.414353374,3
298,6.504263643,8.037125686,2.819115086,3
299,10.33668223,3.945798481,-5.496636748,3
304,6.582469224,6.294685875,-7.367336727,3
305,5.495971898,7.941688167,2.992731107,3
307,10.62257596,3.801466619,-0.630498635,3
325,13.95240377,3.896744928,-0.554177215,3
327,10.99692135,9.468036946,-2.929121398,3
330,10.34498615,9.485548287,-0.862446559,3
332,10.23872394,1.310235136,-11.18374417,3
338,9.020899429,4.61028894,1.534232096,3
340,10.00428985,4.631191345,-3.789125968,3
347,7.655679184,6.82012285,12.73173114,3
352,6.440071295,5.603940395,1.459409482,3
360,6.177677876,4.591265045,14.02158795,3
365,10.35706927,4.650679564,-1.382249623,3
371,6.397935666,7.398066056,-1.05729672,3
373,6.627848089,9.647142068,-16.20007034,3
378,9.664439108,8.177249537,-1.601990488,3
389,7.242816366,0.485613655,5.503154661,3
394,5.708651933,8.527911295,3.792219766,3
397,4.096246442,8.651952827,-4.667598899,3
398,7.981723857,7.717245934,-0.815932547,3
408,16.61703508,1.038467592,0.448044104,3
411,13.27958884,0.030586482,0.768711292,3
414,13.50026936,1.589174056,11.49830772,3
415,14.50222137,-0.912669154,-11.21997884,3
417,18.58362533,0.458086157,8.329499835,3
418,15.09016597,2.691201787,-3.152261359,3
419,14.84736601,0.635315558,14.16212596,3
423,17.19834088,0.363485244,0.506066144,3
435,12.80916857,-0.564131659,8.517987667,3
445,13.63053839,0.901682415,8.35855913,3
448,18.28701299,0.156960822,1.785388417,3
451,15.24929473,0.055985044,0.088927004,3
452,11.88887249,1.856536278,-1.262783381,3
456,16.73664639,0.5213688,-5.842449019,3
457,14.66579105,2.521006307,-15.4721451,3
460,17.13489015,-0.403127416,4.264020858,3
462,14.96709649,1.828716586,-0.498786273,3
465,16.08893019,2.080916499,7.405264751,3
468,15.77818588,-2.002432628,10.13402108,3
475,14.1241789,1.323139713,-9.883625751,3
476,15.38528239,0.949346731,1.554979018,3
477,12.38634616,1.573332868,9.858154975,3
480,13.56405965,-1.011668418,6.946009281,3
481,11.03670593,-2.196180376,-4.018998971,3
490,15.52071877,0.768587674,-7.765277188,3
494,16.49484933,0.808568101,2.297898178,3
499,18.09561682,-0.202620331,-6.382912622,3
503,18.43600756,0.780883413,4.782302197,3
514,11.11890114,1.562476537,9.26194606,3
515,13.00373549,1.974565144,3.646154207,3
521,13.1220874,0.274928499,-10.74293816,3
537,14.87821027,0.089053867,-12.93543079,3
543,16.4382472,0.324468218,3.19473539,3
563,16.38159375,0.272919901,-3.032876702,3
567,18.25859503,1.509482717,-10.0257609,3
570,14.46805641,0.509696821,11.20206652,3
571,16.03122019,-0.176887555,9.840206546,3
573,16.61842905,0.491893018,2.529766603,3
576,11.27542251,1.295181405,-3.481413363,3
581,18.71998594,0.436884513,11.6412088,3
583,17.62869696,0.711855805,-1.954756436,3
587,17.21704516,0.075193851,5.542413202,3
597,16.65712987,1.035120108,-0.896611453,3
602,18.08003252,1.02378714,-1.589628644,3
607,26.22911391,1.416363129,-5.327267387,3
608,14.80460982,1.4936385,8.966872456,3
612,21.9665018,2.179664097,-6.540455462,3
613,21.5751577,1.214822349,-5.165386236,3
618,19.20288718,-0.943671509,14.4726313,3
620,19.29420701,0.009728346,-4.059341847,3
622,19.17311865,2.348514242,1.115908616,3
625,19.42901235,1.08427358,3.651727675,3
629,22.53052281,-0.999907717,-17.26368326,3
632,19.60022535,1.30789047,-11.57986158,3
648,25.81907419,1.498811944,0.264540216,3
652,16.8767112,0.877865132,-9.690263948,3
653,23.14709723,1.31963498,8.198801626,3
661,22.91062395,0.290091058,-4.843219616,3
663,18.06657225,1.662753954,5.600355238,3
671,22.01425832,1.807547816,5.675907353,3
678,19.91249038,-0.459398437,6.577768075,3
693,21.19749604,-0.396241226,17.47264985,3
696,21.3052138,1.081492599,4.983570096,3
702,16.92991518,2.264667825,7.979874531,3
706,21.52258521,-0.865213141,-9.568830383,3
711,20.1457008,0.850907944,-0.940054255,3
716,17.67294815,0.165079537,-7.423780102,3
718,20.72805508,0.43183823,5.785210455,3
723,21.17120149,0.752019151,2.533627917,3
727,18.69745012,0.108430385,0.158508837,3
729,18.52505726,-1.567974493,-2.070700864,3
